region,era_years,era_name,category,item_description
Midwest,2020-Present,Post-Kanye & New Chicago,Accessories,Porter Tanker crossbody bag in olive
Paris,1984-1995,Old School French Rap,Pants,Straight-leg Levi's 501 jeans in dark indigo
Paris,1984-1995,Old School French Rap,Pants,Relaxed-fit Chevignon pants in khaki
Paris,1984-1995,Old School French Rap,Pants,Slim-fit Schött leather pants in black
Paris,1984-1995,Old School French Rap,Pants,Slim-fit Lacoste tracksuit bottoms in navy with croc logo
Paris,1984-1995,Old School French Rap,Pants,Slim-fit Sergio Tacchini track pants in white with color blocking
Paris,1984-1995,Old School French Rap,Pants,Slim-fit Adidas track pants with three-stripe detailing in black
Paris,1984-1995,Old School French Rap,Tops,Fitted Lacoste polo shirt in solid green with embroidered crocodile
Paris,1984-1995,Old School French Rap,Tops,Fitted Lacoste polo shirt in solid white with embroidered crocodile
Paris,1984-1995,Old School French Rap,Tops,Relaxed-fit Chevignon leather bomber jacket in brown
Paris,1984-1995,Old School French Rap,Tops,Relaxed-fit Teddy Smith logo sweatshirt in gray
Paris,1984-1995,Old School French Rap,Tops,Fitted Schött bomber jacket in black nylon
Paris,1984-1995,Old School French Rap,Tops,Fitted Adidas tracksuit jacket with zip front in royal blue
Paris,1984-1995,Old School French Rap,Tops,Fitted Le Coq Sportif tracksuit jacket in navy
Paris,1984-1995,Old School French Rap,Accessories,Nike Air Max BW sneakers in Persian Violet colorway
Paris,1984-1995,Old School French Rap,Accessories,Nike Air Max 90 sneakers in infrared colorway
Paris,1984-1995,Old School French Rap,Accessories,Nike Air Max 95 sneakers in neon green and black
Paris,1984-1995,Old School French Rap,Accessories,Reebok Classic Leather sneakers in all white
Paris,1984-1995,Old School French Rap,Accessories,Lacoste bucket hat in white with croc logo
Paris,1984-1995,Old School French Rap,Accessories,"Gold chain necklace, medium gauge"
Paris,1984-1995,Old School French Rap,Accessories,Casio digital watch on wrist
Paris,1995-2005,Golden Age French Rap,Pants,"Baggy jeans in medium wash, sagging at the waist"
Paris,1995-2005,Golden Age French Rap,Pants,Baggy FUBU jeans with oversized logo
Paris,1995-2005,Golden Age French Rap,Pants,Baggy Karl Kani jeans in dark wash
Paris,1995-2005,Golden Age French Rap,Pants,Slim-fit Nike track pants in black with swoosh
Paris,1995-2005,Golden Age French Rap,Pants,Slim-fit Lacoste jogger pants in navy
Paris,1995-2005,Golden Age French Rap,Tops,Relaxed-fit Lacoste tracksuit jacket in white with croc logo
Paris,1995-2005,Golden Age French Rap,Tops,Oversized North Face Nuptse puffer jacket in black
Paris,1995-2005,Golden Age French Rap,Tops,"Oversized NBA jersey in retro Los Angeles Lakers design, 1990s style"
Paris,1995-2005,Golden Age French Rap,Tops,"Oversized Paris Saint-Germain football jersey, late-1990s Nike with navy and red"
Paris,1995-2005,Golden Age French Rap,Tops,Oversized pullover hoodie in dark colors
Paris,1995-2005,Golden Age French Rap,Tops,Relaxed-fit bomber jacket in black nylon
Paris,1995-2005,Golden Age French Rap,Tops,Relaxed-fit Schött leather jacket in black
Paris,1995-2005,Golden Age French Rap,Tops,Relaxed-fit Helly Hansen sailing jacket in bright color
Paris,1995-2005,Golden Age French Rap,Accessories,"Nike Air Max Plus (TN) sneakers in black and red, banlieue uniform"
Paris,1995-2005,Golden Age French Rap,Accessories,Nike Air Max Plus (TN) sneakers in hyper blue
Paris,1995-2005,Golden Age French Rap,Accessories,Nike Air Max Plus (TN) sneakers in triple black
Paris,1995-2005,Golden Age French Rap,Accessories,Lacoste flat cap in white with croc logo
Paris,1995-2005,Golden Age French Rap,Accessories,"Gold chain necklace, medium weight"
Paris,1995-2005,Golden Age French Rap,Accessories,Casio G-Shock watch in black
Paris,2005-2013,Street to Fashion Bridge,Pants,"Slim-fit jeans in dark indigo, European slim cut arriving"
Paris,2005-2013,Street to Fashion Bridge,Pants,Slim-fit Diesel denim jeans in distressed wash
Paris,2005-2013,Street to Fashion Bridge,Pants,Slim-fit G-Star Raw denim jeans in 3D tapered cut
Paris,2005-2013,Street to Fashion Bridge,Pants,Slim-fit Levi's 511 jeans in dark wash
Paris,2005-2013,Street to Fashion Bridge,Pants,Slim-fit Nike Tech Fleece jogger pants in black
Paris,2005-2013,Street to Fashion Bridge,Pants,Slim-fit Adidas track pants with three-stripe in black
Paris,2005-2013,Street to Fashion Bridge,Tops,Oversized Moncler puffer jacket in black with hood
Paris,2005-2013,Street to Fashion Bridge,Tops,Relaxed-fit Stone Island overshirt with compass badge in olive
Paris,2005-2013,Street to Fashion Bridge,Tops,Relaxed-fit CP Company goggle jacket in navy
Paris,2005-2013,Street to Fashion Bridge,Tops,"Relaxed-fit Givenchy Rottweiler print tee, Riccardo Tisci era"
Paris,2005-2013,Street to Fashion Bridge,Tops,Oversized pullover hoodie in dark gray
Paris,2005-2013,Street to Fashion Bridge,Tops,Oversized North Face Nuptse puffer in black
Paris,2005-2013,Street to Fashion Bridge,Accessories,Nike Air Max Plus (TN) sneakers still dominant in black
Paris,2005-2013,Street to Fashion Bridge,Accessories,Nike Air Max 90 sneakers in white
Paris,2005-2013,Street to Fashion Bridge,Accessories,Giuseppe Zanotti high-top sneakers with gold hardware
Paris,2005-2013,Street to Fashion Bridge,Accessories,Beats by Dre headphones worn around neck
Paris,2005-2013,Street to Fashion Bridge,Accessories,Minimal gold chain necklace
Paris,2005-2013,Street to Fashion Bridge,Accessories,Lacoste snapback cap in navy
Paris,2013-2019,French Trap & Luxury,Pants,Slim-fit Amiri jeans with shotgun distressing in medium wash
Paris,2013-2019,French Trap & Luxury,Pants,Slim-fit Balmain biker jeans with ribbed knee panels in black
Paris,2013-2019,French Trap & Luxury,Pants,Relaxed-fit Givenchy printed pants with star motif
Paris,2013-2019,French Trap & Luxury,Pants,Oversized Balenciaga wide-leg trousers in black
Paris,2013-2019,French Trap & Luxury,Pants,Slim-fit designer jogger pants by Valentino in olive
Paris,2013-2019,French Trap & Luxury,Pants,Slim-fit Fendi FF-logo track pants
Paris,2013-2019,French Trap & Luxury,Tops,"Oversized Balenciaga logo hoodie in black, Demna era"
Paris,2013-2019,French Trap & Luxury,Tops,Oversized Balenciaga logo tee in washed gray
Paris,2013-2019,French Trap & Luxury,Tops,Relaxed-fit Givenchy star-print tee in black
Paris,2013-2019,French Trap & Luxury,Tops,Oversized Vetements oversized-fit hoodie with DHL print
Paris,2013-2019,French Trap & Luxury,Tops,Oversized Moncler puffer jacket in red with hood
Paris,2013-2019,French Trap & Luxury,Tops,Oversized Canada Goose parka in black with fur-trimmed hood
Paris,2013-2019,French Trap & Luxury,Tops,Relaxed-fit designer tracksuit jacket by Gucci in green and red stripe
Paris,2013-2019,French Trap & Luxury,Tops,Full-length fur coat in black fox
Paris,2013-2019,French Trap & Luxury,Tops,Oversized Gucci GG monogram jacket
Paris,2013-2019,French Trap & Luxury,Accessories,Balenciaga Triple S sneakers in gray and red
Paris,2013-2019,French Trap & Luxury,Accessories,Christian Louboutin spike-studded sneakers in black
Paris,2013-2019,French Trap & Luxury,Accessories,Dior B23 high-top sneakers in oblique print
Paris,2013-2019,French Trap & Luxury,Accessories,Hermès H-buckle belt in black leather
Paris,2013-2019,French Trap & Luxury,Accessories,Gucci GG-buckle belt in brown leather
Paris,2013-2019,French Trap & Luxury,Accessories,Cartier Love bracelet in rose gold
Paris,2013-2019,French Trap & Luxury,Accessories,Audemars Piguet Royal Oak watch in stainless steel
Paris,2013-2019,French Trap & Luxury,Accessories,Louis Vuitton Keepall duffle bag in monogram
Paris,2019-Present,New Wave Paris Rap,Pants,Wide-leg tailored trousers in black wool
Paris,2019-Present,New Wave Paris Rap,Pants,Relaxed-fit Issey Miyake Homme Plissé pleated pants in charcoal
Paris,2019-Present,New Wave Paris Rap,Pants,Very baggy Rick Owens drop-crotch pants in dark gray
Paris,2019-Present,New Wave Paris Rap,Pants,Relaxed-fit Hed Mayner wide-leg trousers in cream
Paris,2019-Present,New Wave Paris Rap,Pants,Relaxed-fit vintage denim jeans in faded medium wash
Paris,2019-Present,New Wave Paris Rap,Pants,Relaxed-fit Lemaire twisted pants in tan
Paris,2019-Present,New Wave Paris Rap,Pants,Relaxed-fit Acne Studios straight-leg jeans in washed black
Paris,2019-Present,New Wave Paris Rap,Tops,Oversized Maison Margiela deconstructed jacket in off-white
Paris,2019-Present,New Wave Paris Rap,Tops,Oversized Raf Simons archive graphic hoodie
Paris,2019-Present,New Wave Paris Rap,Tops,Oversized Rick Owens leather bomber jacket in black
Paris,2019-Present,New Wave Paris Rap,Tops,Relaxed-fit sacai layered blazer-shirt hybrid
Paris,2019-Present,New Wave Paris Rap,Tops,Relaxed-fit Comme des Garçons Play heart-logo tee in white
Paris,2019-Present,New Wave Paris Rap,Tops,Oversized Undercover graphic tee with dark artwork
Paris,2019-Present,New Wave Paris Rap,Tops,Relaxed-fit Chrome Hearts logo hoodie in black
Paris,2019-Present,New Wave Paris Rap,Tops,Relaxed-fit vintage sportswear windbreaker in retro colorway
Paris,2019-Present,New Wave Paris Rap,Accessories,Maison Margiela Tabi boots in black leather
Paris,2019-Present,New Wave Paris Rap,Accessories,Rick Owens Ramones high-top sneakers in black and white
Paris,2019-Present,New Wave Paris Rap,Accessories,Salomon XT-6 sneakers in silver and black
Paris,2019-Present,New Wave Paris Rap,Accessories,Chrome Hearts silver cross pendant necklace
Paris,2019-Present,New Wave Paris Rap,Accessories,Chrome Hearts silver ring with floral motif
Paris,2019-Present,New Wave Paris Rap,Accessories,Vivienne Westwood orb pendant necklace in silver
Paris,2019-Present,New Wave Paris Rap,Accessories,Canvas tote bag in natural or black
Paris,2019-Present,New Wave Paris Rap,Accessories,"Archival designer sunglasses, vintage Alain Mikli or Thierry Lasry"
Tokyo,1985-1995,Japanese B-Boy Origins,Pants,"Baggy jeans in dark wash, prized American imports"
Tokyo,1985-1995,Japanese B-Boy Origins,Pants,Straight-leg Lee jeans in medium wash
Tokyo,1985-1995,Japanese B-Boy Origins,Pants,Straight-leg vintage Levi's jeans in raw selvedge denim
Tokyo,1985-1995,Japanese B-Boy Origins,Pants,Slim-fit Adidas track pants with three-stripe detailing
Tokyo,1985-1995,Japanese B-Boy Origins,Pants,Relaxed-fit Dickies work pants in khaki
Tokyo,1985-1995,Japanese B-Boy Origins,Tops,Fitted Adidas tracksuit jacket with zip front in black and white
Tokyo,1985-1995,Japanese B-Boy Origins,Tops,"Oversized American college football jersey, imported vintage"
Tokyo,1985-1995,Japanese B-Boy Origins,Tops,"Oversized American NBA jersey, imported vintage with retro team design"
Tokyo,1985-1995,Japanese B-Boy Origins,Tops,Fitted black leather biker jacket
Tokyo,1985-1995,Japanese B-Boy Origins,Tops,"Kangol bucket hat paired with b-boy tracksuit, NYC import style"
Tokyo,1985-1995,Japanese B-Boy Origins,Accessories,Adidas Superstar sneakers in white with black stripes
Tokyo,1985-1995,Japanese B-Boy Origins,Accessories,Puma Suede sneakers in classic colorways
Tokyo,1985-1995,Japanese B-Boy Origins,Accessories,"Thin gold chain necklace, smaller than US counterpart"
Tokyo,1985-1995,Japanese B-Boy Origins,Accessories,Kangol bucket hat in black
Tokyo,1985-1995,Japanese B-Boy Origins,Accessories,"Portable boombox, imported"
Tokyo,1985-1995,Japanese B-Boy Origins,Accessories,Graffiti markers and supplies as carried accessories
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Pants,Baggy Evisu denim jeans with hand-painted seagull logo on back pocket
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Pants,"Straight-leg vintage Levi's Big E jeans in raw selvedge, collector obsession"
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Pants,Relaxed-fit cargo pants in olive drab
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Pants,Baggy A Bathing Ape (BAPE) camo pants in green 1st camo
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Pants,Relaxed-fit WTAPS cargo pants in black ripstop
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,Oversized A Bathing Ape (BAPE) 1st camo full-zip shark hoodie in green
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,Oversized A Bathing Ape (BAPE) full-zip shark hoodie in blue camo
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,Relaxed-fit UNDERCOVER graphic tee with dark punk-inspired print
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,Relaxed-fit NEIGHBORHOOD skull-logo tee in black
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,Relaxed-fit WTAPS military-inspired overshirt in olive
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,Relaxed-fit Visvim Noragi jacket in indigo-dyed cotton
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,Relaxed-fit Human Made heart-logo tee in white
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,Relaxed-fit Stüssy Japan-exclusive graphic tee
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Tops,"Relaxed-fit Supreme box logo tee, Japanese chapter"
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Accessories,Nike Dunk low-top sneakers in Japan-exclusive colorways
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Accessories,All-white Nike Air Force 1 low sneakers in Japan-exclusive leather
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Accessories,BAPE STA sneakers in patent leather colorways
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Accessories,Casio G-Shock limited-edition watch in BAPE collab colorway
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Accessories,Vintage Rolex Submariner watch on steel bracelet
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Accessories,Subtle silver pendant necklace
Tokyo,1995-2003,Ura-Harajuku & Streetwear Birth,Accessories,Silver ring with minimalist design
Tokyo,2003-2010,Hype Culture Peak,Pants,"Baggy Evisu denim jeans, still strong in Japanese hip-hop"
Tokyo,2003-2010,Hype Culture Peak,Pants,Relaxed-fit Visvim Social Sculpture denim in raw indigo
Tokyo,2003-2010,Hype Culture Peak,Pants,Baggy BAPE denim jeans with camo pocket lining
Tokyo,2003-2010,Hype Culture Peak,Pants,Straight-leg Japanese raw selvedge jeans by Flat Head in dark indigo
Tokyo,2003-2010,Hype Culture Peak,Pants,Straight-leg Japanese raw selvedge jeans by Iron Heart in heavyweight denim
Tokyo,2003-2010,Hype Culture Peak,Pants,Straight-leg Japanese raw selvedge jeans by Studio D'Artisan in one-wash
Tokyo,2003-2010,Hype Culture Peak,Pants,"Slim-tapered jeans, slim cut entering Japanese streetwear"
Tokyo,2003-2010,Hype Culture Peak,Tops,Oversized BAPE full-zip shark hoodie at global peak hype
Tokyo,2003-2010,Hype Culture Peak,Tops,Relaxed-fit Supreme x designer collab tee
Tokyo,2003-2010,Hype Culture Peak,Tops,"Relaxed-fit Visvim Christo sandals paired with socks, signature look"
Tokyo,2003-2010,Hype Culture Peak,Tops,Relaxed-fit Fragment Design (Hiroshi Fujiwara) collab tee or jacket
Tokyo,2003-2010,Hype Culture Peak,Tops,Relaxed-fit curated vintage American sportswear crewneck
Tokyo,2003-2010,Hype Culture Peak,Tops,Oversized Number (N)ine graphic tee with punk-inspired artwork
Tokyo,2003-2010,Hype Culture Peak,Tops,Relaxed-fit Mastermind Japan skull-logo tee in black
Tokyo,2003-2010,Hype Culture Peak,Accessories,Nike Dunk SB sneakers in Japanese-market limited colorways
Tokyo,2003-2010,Hype Culture Peak,Accessories,Visvim FBT moccasin sneakers in suede
Tokyo,2003-2010,Hype Culture Peak,Accessories,BAPE STA sneakers in limited collab colorways
Tokyo,2003-2010,Hype Culture Peak,Accessories,Casio G-Shock x BAPE collab watch
Tokyo,2003-2010,Hype Culture Peak,Accessories,Porter Tanker tote bag in olive or black
Tokyo,2003-2010,Hype Culture Peak,Accessories,Goro's feather pendant necklace in sterling silver
Tokyo,2003-2010,Hype Culture Peak,Accessories,Chrome Hearts silver bracelet with cross motif
Tokyo,2003-2010,Hype Culture Peak,Accessories,Multiple silver rings on both hands
Tokyo,2010-2017,Japanese Street Goes Global,Pants,Slim-tapered denim jeans in dark wash
Tokyo,2010-2017,Japanese Street Goes Global,Pants,Relaxed-fit Cav Empt utility pants in black
Tokyo,2010-2017,Japanese Street Goes Global,Pants,Slim-fit Acronym technical pants in black with articulated knees
Tokyo,2010-2017,Japanese Street Goes Global,Pants,Relaxed-fit Visvim wide-leg pants in indigo
Tokyo,2010-2017,Japanese Street Goes Global,Pants,Very baggy Rick Owens drop-crotch pants in black
Tokyo,2010-2017,Japanese Street Goes Global,Tops,Relaxed-fit Cav Empt graphic pullover with digital-glitch prints
Tokyo,2010-2017,Japanese Street Goes Global,Tops,Fitted Acronym Gore-Tex technical jacket in black
Tokyo,2010-2017,Japanese Street Goes Global,Tops,Relaxed-fit sacai layered blazer with asymmetric hems
Tokyo,2010-2017,Japanese Street Goes Global,Tops,Relaxed-fit WTAPS military overshirt in olive drab
Tokyo,2010-2017,Japanese Street Goes Global,Tops,Oversized NEIGHBORHOOD leather biker jacket in black
Tokyo,2010-2017,Japanese Street Goes Global,Tops,Oversized Yohji Yamamoto draped jacket in black
Tokyo,2010-2017,Japanese Street Goes Global,Tops,Relaxed-fit Issey Miyake pleated top in charcoal
Tokyo,2010-2017,Japanese Street Goes Global,Tops,Relaxed-fit Kapital patchwork jacket in indigo boro
Tokyo,2010-2017,Japanese Street Goes Global,Accessories,Nike x sacai LDWaffle sneakers in multi-color
Tokyo,2010-2017,Japanese Street Goes Global,Accessories,Rick Owens Geobasket high-top sneakers in black
Tokyo,2010-2017,Japanese Street Goes Global,Accessories,Acronym x Nike Air Presto Mid sneakers in olive
Tokyo,2010-2017,Japanese Street Goes Global,Accessories,Chrome Hearts silver cross pendant necklace
Tokyo,2010-2017,Japanese Street Goes Global,Accessories,Goro's feather necklace in sterling silver and gold
Tokyo,2010-2017,Japanese Street Goes Global,Accessories,Porter crossbody bag in black nylon
Tokyo,2010-2017,Japanese Street Goes Global,Accessories,Kapital bandana in patchwork indigo
Tokyo,2017-Present,New Gen Tokyo,Pants,Wide-leg relaxed silhouette pants in earth tones
Tokyo,2017-Present,New Gen Tokyo,Pants,Relaxed-fit Kapital patchwork denim jeans in faded indigo with sashiko stitching
Tokyo,2017-Present,New Gen Tokyo,Pants,Relaxed-fit Needles track pants with butterfly logo in purple
Tokyo,2017-Present,New Gen Tokyo,Pants,Relaxed-fit Needles track pants with butterfly logo in orange
Tokyo,2017-Present,New Gen Tokyo,Pants,Relaxed-fit Issey Miyake Homme Plissé pleated pants in black
Tokyo,2017-Present,New Gen Tokyo,Pants,Relaxed-fit vintage American workwear pants in faded khaki
Tokyo,2017-Present,New Gen Tokyo,Pants,Relaxed-fit Engineered Garments fatigue pants in olive ripstop
Tokyo,2017-Present,New Gen Tokyo,Tops,Relaxed-fit Needles tracksuit jacket with butterfly logo in purple velour
Tokyo,2017-Present,New Gen Tokyo,Tops,Oversized Kapital ring coat in patchwork denim
Tokyo,2017-Present,New Gen Tokyo,Tops,Oversized READYMADE remade military jacket from vintage surplus
Tokyo,2017-Present,New Gen Tokyo,Tops,Relaxed-fit doublet deconstructed graphic tee
Tokyo,2017-Present,New Gen Tokyo,Tops,Relaxed-fit Sulvam asymmetric-cut blazer in black
Tokyo,2017-Present,New Gen Tokyo,Tops,Relaxed-fit Auralee oversized cotton tee in muted blue
Tokyo,2017-Present,New Gen Tokyo,Tops,Relaxed-fit curated vintage Americana crewneck sweatshirt
Tokyo,2017-Present,New Gen Tokyo,Tops,Oversized layered maximalist outfit with clashing patterns and textures
Tokyo,2017-Present,New Gen Tokyo,Tops,Gender-fluid styling: flowing silhouettes with mixed menswear and womenswear elements
Tokyo,2017-Present,New Gen Tokyo,Accessories,New Balance 2002R sneakers in protection pack gray
Tokyo,2017-Present,New Gen Tokyo,Accessories,"New Balance 990v5 sneakers in gray, massive in Japan"
Tokyo,2017-Present,New Gen Tokyo,Accessories,Salomon XT-6 sneakers in silver and black
Tokyo,2017-Present,New Gen Tokyo,Accessories,Hoka Bondi sneakers in all-white
Tokyo,2017-Present,New Gen Tokyo,Accessories,"Goro's feather necklace in sterling silver, still grail status"
Tokyo,2017-Present,New Gen Tokyo,Accessories,Kapital patchwork bandana in indigo
Tokyo,2017-Present,New Gen Tokyo,Accessories,Vintage Seiko automatic dive watch
Tokyo,2017-Present,New Gen Tokyo,Accessories,Vintage Omega Seamaster watch on leather strap
Tokyo,2017-Present,New Gen Tokyo,Accessories,Canvas tote bag in natural cotton
Tokyo,2017-Present,New Gen Tokyo,Accessories,Sacoche crossbody mini-bag in black nylon
Tokyo,2017-Present,New Gen Tokyo,Accessories,Bandana tied on wrist or around neck
London,1985-1999,UK Hip-Hop & Jungle,Pants,"Baggy Moschino jeans in dark wash, jungle/rave crossover"
London,1985-1999,UK Hip-Hop & Jungle,Pants,Relaxed-fit Versace printed pants with baroque pattern
London,1985-1999,UK Hip-Hop & Jungle,Pants,Slim-fit Nike track pants in black with swoosh
London,1985-1999,UK Hip-Hop & Jungle,Pants,Slim-fit Adidas popper track pants with snap buttons down the leg
London,1985-1999,UK Hip-Hop & Jungle,Pants,Baggy jeans in dark indigo with a straight leg
London,1985-1999,UK Hip-Hop & Jungle,Tops,"Relaxed-fit Moschino logo tee, jungle/rave era"
London,1985-1999,UK Hip-Hop & Jungle,Tops,Relaxed-fit Versace silk shirt with baroque print in black and gold
London,1985-1999,UK Hip-Hop & Jungle,Tops,Oversized Iceberg knit sweater with cartoon character graphic
London,1985-1999,UK Hip-Hop & Jungle,Tops,Fitted black leather biker jacket
London,1985-1999,UK Hip-Hop & Jungle,Tops,Relaxed-fit Stone Island overshirt with compass badge in navy
London,1985-1999,UK Hip-Hop & Jungle,Tops,Relaxed-fit CP Company goggle jacket in dark olive
London,1985-1999,UK Hip-Hop & Jungle,Tops,"Fitted Ralph Lauren polo shirt with embroidered pony, casuals influence"
London,1985-1999,UK Hip-Hop & Jungle,Accessories,Nike Air Max BW sneakers in Persian Violet
London,1985-1999,UK Hip-Hop & Jungle,Accessories,Nike Air Max 95 sneakers in neon green OG colorway
London,1985-1999,UK Hip-Hop & Jungle,Accessories,Nike Air Max Plus (TN) sneakers in black and red
London,1985-1999,UK Hip-Hop & Jungle,Accessories,Clarks Wallabee shoes in beeswax leather
London,1985-1999,UK Hip-Hop & Jungle,Accessories,Gold sovereign ring on pinky finger
London,1985-1999,UK Hip-Hop & Jungle,Accessories,"Chunky gold chain necklace, heavy gauge"
London,1985-1999,UK Hip-Hop & Jungle,Accessories,Casio digital watch
London,1985-1999,UK Hip-Hop & Jungle,Accessories,Bucket hat in solid dark color
London,2000-2008,Grime Emerges,Pants,Slim-fit Nike track pants in black with white swoosh
London,2000-2008,Grime Emerges,Pants,Slim-fit Adidas Firebird track pants in black with white stripes
London,2000-2008,Grime Emerges,Pants,"Baggy jeans in dark indigo, low-slung"
London,2000-2008,Grime Emerges,Pants,Baggy Akademiks denim jeans with logo embroidery
London,2000-2008,Grime Emerges,Pants,Baggy Ecko Unlimited jeans with rhino embroidery
London,2000-2008,Grime Emerges,Tops,Relaxed-fit Nike tracksuit jacket with full zip in black
London,2000-2008,Grime Emerges,Tops,Relaxed-fit Adidas Firebird tracksuit jacket in black with white stripes
London,2000-2008,Grime Emerges,Tops,Oversized North Face Nuptse puffer jacket in black
London,2000-2008,Grime Emerges,Tops,Oversized hoodie layered under puffer jacket
London,2000-2008,Grime Emerges,Tops,Silk du-rag in black or white
London,2000-2008,Grime Emerges,Tops,Bandana tied around the head
London,2000-2008,Grime Emerges,Tops,Oversized plain tee in black or white
London,2000-2008,Grime Emerges,Tops,Oversized Akademiks logo tee
London,2000-2008,Grime Emerges,Tops,Oversized Ecko Unlimited logo tee
London,2000-2008,Grime Emerges,Accessories,Nike Air Max 95 sneakers in all-black
London,2000-2008,Grime Emerges,Accessories,Nike Air Max 110 (Air Max Plus) sneakers in triple black
London,2000-2008,Grime Emerges,Accessories,Nike Air Huarache sneakers in white and scream green
London,2000-2008,Grime Emerges,Accessories,Nike Air Max Plus (TN) sneakers in hyper blue
London,2000-2008,Grime Emerges,Accessories,Gold sovereign ring on pinky finger
London,2000-2008,Grime Emerges,Accessories,Small gold chain necklace
London,2000-2008,Grime Emerges,Accessories,Nokia mobile phone carried visibly
London,2000-2008,Grime Emerges,Accessories,Bluetooth earpiece worn in ear
London,2008-2014,Roadman Era,Pants,"Skinny-fit black jeans, tapered to ankle"
London,2008-2014,Roadman Era,Pants,"Slim-fit Nike Tech Fleece jogger pants in charcoal, roadman uniform"
London,2008-2014,Roadman Era,Pants,"Slim-fit Nike Tech Fleece jogger pants in black, roadman uniform"
London,2008-2014,Roadman Era,Pants,Slim-fit Adidas Tiro training pants in black with white stripes
London,2008-2014,Roadman Era,Pants,Slim-fit black tracksuit bottoms with tapered leg
London,2008-2014,Roadman Era,Tops,"Oversized North Face Nuptse puffer jacket in black, defining silhouette"
London,2008-2014,Roadman Era,Tops,Slim-fit Nike Tech Fleece full-zip hoodie in charcoal
London,2008-2014,Roadman Era,Tops,Slim-fit Nike Tech Fleece full-zip hoodie in black
London,2008-2014,Roadman Era,Tops,Relaxed-fit Stone Island overshirt with compass badge in black
London,2008-2014,Roadman Era,Tops,Oversized Moncler puffer jacket with hood in black
London,2008-2014,Roadman Era,Tops,Oversized black pullover hoodie
London,2008-2014,Roadman Era,Tops,Relaxed-fit gilet/vest worn over a hoodie in black
London,2008-2014,Roadman Era,Accessories,Nike Air Max 90 sneakers in all-white
London,2008-2014,Roadman Era,Accessories,Nike Air Max 95 sneakers in all-black
London,2008-2014,Roadman Era,Accessories,Nike Air Max 97 sneakers in silver bullet colorway
London,2008-2014,Roadman Era,Accessories,Nike Air Huarache sneakers in triple black
London,2008-2014,Roadman Era,Accessories,Small crossbody man bag in black nylon
London,2008-2014,Roadman Era,Accessories,Rolex Day-Date watch with gold bracelet
London,2008-2014,Roadman Era,Accessories,Diamond stud earring in one ear
London,2008-2014,Roadman Era,Accessories,Fresh fade haircut with sharp line-up
London,2014-2019,Grime Revival & Afroswing,Pants,Skinny-fit jeans in dark indigo
London,2014-2019,Grime Revival & Afroswing,Pants,"Slim-fit Nike Tech Fleece jogger pants in black, still dominant"
London,2014-2019,Grime Revival & Afroswing,Pants,Slim-fit Amiri distressed jeans with ripped knees
London,2014-2019,Grime Revival & Afroswing,Pants,Slim-fit designer jogger pants by Gucci
London,2014-2019,Grime Revival & Afroswing,Pants,"Tailored slim trousers in black, Stormzy Glastonbury aesthetic"
London,2014-2019,Grime Revival & Afroswing,Tops,Relaxed-fit Stone Island overshirt with compass badge in olive
London,2014-2019,Grime Revival & Afroswing,Tops,Relaxed-fit CP Company goggle jacket in navy
London,2014-2019,Grime Revival & Afroswing,Tops,Oversized Moncler puffer jacket in black
London,2014-2019,Grime Revival & Afroswing,Tops,Relaxed-fit Prada nylon jacket in black
London,2014-2019,Grime Revival & Afroswing,Tops,Relaxed-fit designer tracksuit jacket by Gucci in green
London,2014-2019,Grime Revival & Afroswing,Tops,Oversized Off-White diagonal-stripe hoodie in black
London,2014-2019,Grime Revival & Afroswing,Tops,Relaxed-fit Palm Angels track jacket with side stripe
London,2014-2019,Grime Revival & Afroswing,Tops,"Relaxed-fit Burberry check-pattern shirt, reclaimed from chav stigma"
London,2014-2019,Grime Revival & Afroswing,Tops,"Bespoke Banksy Union Jack stab vest, Stormzy Glastonbury piece"
London,2014-2019,Grime Revival & Afroswing,Accessories,Nike Air Max 97 sneakers in silver bullet colorway
London,2014-2019,Grime Revival & Afroswing,Accessories,Adidas Yeezy Boost 350 V2 sneakers in Beluga colorway
